video_id,method,timestep,map
VID02,imitation_learning,98,0.46818181818181814
VID02,imitation_learning,99,0.5104761904761905
VID02,ppo,0,0.0
VID02,ppo,1,0.0
VID02,ppo,2,0.0
VID02,ppo,3,0.0
VID02,ppo,4,0.0
VID02,ppo,5,0.0
VID02,ppo,6,0.0
VID02,ppo,7,0.0
VID02,ppo,8,0.0
VID02,ppo,9,0.0
VID02,ppo,10,0.0
VID02,ppo,11,0.0
VID02,ppo,12,0.0
VID02,ppo,13,0.0
VID02,ppo,14,0.0
VID02,ppo,15,0.0
VID02,ppo,16,0.0
VID02,ppo,17,0.0
VID02,ppo,18,0.0
VID02,ppo,19,0.0
VID02,ppo,20,0.0
VID02,ppo,21,0.0
VID02,ppo,22,0.0
VID02,ppo,23,0.0
VID02,ppo,24,0.0
VID02,ppo,25,0.0
VID02,ppo,26,0.0
VID02,ppo,27,0.0
VID02,ppo,28,0.0
VID02,ppo,29,0.0
VID02,ppo,30,0.0
VID02,ppo,31,0.0
VID02,ppo,32,0.0
VID02,ppo,33,0.0
VID02,ppo,34,0.0
VID02,ppo,35,0.0
VID02,ppo,36,0.0
VID02,ppo,37,0.0
VID02,ppo,38,0.02564102564102564
VID02,ppo,39,0.05
VID02,ppo,40,0.07317073170731707
VID02,ppo,41,0.09523809523809523
VID02,ppo,42,0.11627906976744186
VID02,ppo,43,0.13636363636363635
VID02,ppo,44,0.15555555555555556
VID02,ppo,45,0.17391304347826086
VID02,ppo,46,0.19148936170212766
VID02,ppo,47,0.20833333333333334
VID02,ppo,48,0.22448979591836735
VID02,ppo,49,0.24
VID02,ppo,50,0.2549019607843137
VID02,ppo,51,0.2692307692307692
VID02,ppo,52,0.2830188679245283
VID02,ppo,53,0.2962962962962963
VID02,ppo,54,0.3090909090909091
VID02,ppo,55,0.32142857142857145
VID02,ppo,56,0.3333333333333333
VID02,ppo,57,0.3448275862068966
VID02,ppo,58,0.3559322033898305
VID02,ppo,59,0.36666666666666664
VID02,ppo,60,0.3770491803278688
VID02,ppo,61,0.3870967741935484
VID02,ppo,62,0.3968253968253968
VID02,ppo,63,0.40625
VID02,ppo,64,0.4153846153846154
VID02,ppo,65,0.42424242424242425
VID02,ppo,66,0.43283582089552236
VID02,ppo,67,0.4411764705882353
VID02,ppo,68,0.4492753623188406
VID02,ppo,69,0.45714285714285713
VID02,ppo,70,0.4647887323943662
VID02,ppo,71,0.4722222222222222
VID02,ppo,72,0.4794520547945205
VID02,ppo,73,0.4864864864864865
VID02,ppo,74,0.49333333333333335
VID02,ppo,75,0.5
VID02,ppo,76,0.5064935064935064
VID02,ppo,77,0.5128205128205128
VID02,ppo,78,0.5189873417721519
VID02,ppo,79,0.525
VID02,ppo,80,0.5308641975308642
VID02,ppo,81,0.5365853658536586
VID02,ppo,82,0.5421686746987951
VID02,ppo,83,0.5476190476190477
VID02,ppo,84,0.5529411764705883
VID02,ppo,85,0.5581395348837209
VID02,ppo,86,0.5632183908045977
VID02,ppo,87,0.5681818181818182
VID02,ppo,88,0.5730337078651685
VID02,ppo,89,0.5777777777777777
VID02,ppo,90,0.5824175824175825
VID02,ppo,91,0.5869565217391305
VID02,ppo,92,0.5913978494623656
VID02,ppo,93,0.5957446808510638
VID02,ppo,94,0.30526315789473685
VID02,ppo,95,0.3125
VID02,ppo,96,0.31958762886597936
VID02,ppo,97,0.326530612244898
VID02,ppo,98,0.3333333333333333
VID02,ppo,99,0.33999999999999997
VID02,sac,0,0.0
VID02,sac,1,0.0
VID02,sac,2,0.0
VID02,sac,3,0.0
VID02,sac,4,0.0
VID02,sac,5,0.0
VID02,sac,6,0.0
VID02,sac,7,0.0
VID02,sac,8,0.0
VID02,sac,9,0.0
VID02,sac,10,0.0
VID02,sac,11,0.0
VID02,sac,12,0.0
VID02,sac,13,0.0
VID02,sac,14,0.0
VID02,sac,15,0.0
VID02,sac,16,0.0
VID02,sac,17,0.0
VID02,sac,18,0.0
VID02,sac,19,0.0
VID02,sac,20,0.0
VID02,sac,21,0.0
VID02,sac,22,0.0
VID02,sac,23,0.0
VID02,sac,24,0.0
VID02,sac,25,0.0
VID02,sac,26,0.0
VID02,sac,27,0.0
VID02,sac,28,0.0
VID02,sac,29,0.0
VID02,sac,30,0.0
VID02,sac,31,0.0
VID02,sac,32,0.0
VID02,sac,33,0.0
VID02,sac,34,0.0
VID02,sac,35,0.0
VID02,sac,36,0.0
VID02,sac,37,0.0
VID02,sac,38,0.02564102564102564
VID02,sac,39,0.05
VID02,sac,40,0.07317073170731707
VID02,sac,41,0.09523809523809523
VID02,sac,42,0.11627906976744186
VID02,sac,43,0.13636363636363635
VID02,sac,44,0.15555555555555556
VID02,sac,45,0.17391304347826086
VID02,sac,46,0.19148936170212766
VID02,sac,47,0.20833333333333334
VID02,sac,48,0.22448979591836735
VID02,sac,49,0.24
VID02,sac,50,0.2549019607843137
VID02,sac,51,0.2692307692307692
VID02,sac,52,0.29748427672955974
VID02,sac,53,0.3090277777777778
VID02,sac,54,0.32032085561497325
VID02,sac,55,0.3313492063492064
VID02,sac,56,0.3421052631578947
VID02,sac,57,0.35258620689655173
VID02,sac,58,0.36279257465698145
VID02,sac,59,0.3727272727272727
VID02,sac,60,0.38239486813970064
VID02,sac,61,0.3918010752688172
VID02,sac,62,0.40095238095238095
VID02,sac,63,0.42628205128205127
VID02,sac,64,0.43399810066476735
VID02,sac,65,0.4415584415584416
VID02,sac,66,0.4489620861211185
VID02,sac,67,0.4562091503267974
VID02,sac,68,0.46330060776063586
VID02,sac,69,0.48459821428571426
VID02,sac,70,0.4907170294494238
VID02,sac,71,0.4967320261437908
VID02,sac,72,0.5026418786692759
VID02,sac,73,0.5084459459459459
VID02,sac,74,0.5141441441441441
VID02,sac,75,0.5197368421052632
VID02,sac,76,0.5252247752247752
VID02,sac,77,0.5306089743589744
VID02,sac,78,0.5358907070083359
VID02,sac,79,0.5410714285714286
VID02,sac,80,0.5461527418891761
VID02,sac,81,0.5511363636363638
VID02,sac,82,0.5560240963855422
VID02,sac,83,0.5608178053830228
VID02,sac,84,0.5655193992490614
VID02,sac,85,0.5701308139534884
VID02,sac,86,0.5746539995308468
VID02,sac,87,0.5790909090909091
VID02,sac,88,0.5834434897554527
VID02,sac,89,0.5877136752136751
VID02,sac,90,0.5919033796392288
VID02,sac,91,0.5960144927536232
VID02,sac,92,0.6000488758553275
VID02,sac,93,0.6040083586626139
VID02,sac,94,0.3092105263157895
VID02,sac,95,0.31627155172413796
VID02,sac,96,0.32319150795037566
VID02,sac,97,0.32997448979591837
VID02,sac,98,0.3366244411326378
VID02,sac,99,0.3431451612903226
VID06,imitation_learning,0,0.0
VID06,imitation_learning,1,0.0
VID06,imitation_learning,2,0.0
VID06,imitation_learning,3,0.0
VID06,imitation_learning,4,0.0
VID06,imitation_learning,5,0.0
VID06,imitation_learning,6,0.0
VID06,imitation_learning,7,0.0
VID06,imitation_learning,8,0.0
VID06,imitation_learning,9,0.0
VID06,imitation_learning,10,0.0
VID06,imitation_learning,11,0.0
VID06,imitation_learning,12,0.0
VID06,imitation_learning,13,0.0
VID06,imitation_learning,14,0.0
VID06,imitation_learning,15,0.0625
VID06,imitation_learning,16,0.11764705882352941
VID06,imitation_learning,17,0.16666666666666666
VID06,imitation_learning,18,0.21052631578947367
VID06,imitation_learning,19,0.25
VID06,imitation_learning,20,0.40476190476190477
VID06,imitation_learning,21,0.512987012987013
VID06,imitation_learning,22,0.592391304347826
VID06,imitation_learning,23,0.6527777777777778
VID06,imitation_learning,24,0.7
VID06,imitation_learning,25,0.7377622377622377
VID06,imitation_learning,26,0.7685185185185185
VID06,imitation_learning,27,0.793956043956044
VID06,imitation_learning,28,0.8152709359605912
VID06,imitation_learning,29,0.8333333333333333
VID06,imitation_learning,30,0.8487903225806451
VID06,imitation_learning,31,0.8621323529411765
VID06,imitation_learning,32,0.8737373737373737
VID06,imitation_learning,33,0.8839009287925697
VID06,imitation_learning,34,0.8928571428571428
VID06,imitation_learning,35,0.4642857142857143
VID06,imitation_learning,36,0.5299447174447174
VID06,imitation_learning,37,0.6035850495804729
VID06,imitation_learning,38,0.7237179487179487
VID06,imitation_learning,39,0.5666666666666668
VID06,imitation_learning,40,0.5154888471961643
VID06,imitation_learning,41,0.4965608465608466
VID06,imitation_learning,42,0.4971760797342193
VID06,imitation_learning,43,0.49770114942528737
VID06,imitation_learning,44,0.4981481481481482
VID06,imitation_learning,45,0.4985273492286115
VID06,imitation_learning,46,0.49884751773049646
VID06,imitation_learning,47,0.4991161616161616
VID06,imitation_learning,48,0.4993397358943578
VID06,imitation_learning,49,0.49952380952380954
VID06,imitation_learning,50,0.4996732026143791
VID06,imitation_learning,51,0.49979209979209976
VID06,imitation_learning,52,0.49988414432307177
VID06,imitation_learning,53,0.49995251661918333
VID06,imitation_learning,54,0.5
VID06,imitation_learning,55,0.5000290360046458
VID06,imitation_learning,56,0.5000417710944026
VID06,imitation_learning,57,0.5000400962309542
VID06,imitation_learning,58,0.34800654853620955
VID06,imitation_learning,59,0.3416666666666667
VID06,imitation_learning,60,0.340393353528154
VID06,imitation_learning,61,0.3410689773507206
VID06,imitation_learning,62,0.34265873015873016
VID06,imitation_learning,63,0.3447225765306122
VID06,imitation_learning,64,0.3470432692307693
VID06,imitation_learning,65,0.34950237670825907
VID06,imitation_learning,66,0.35203071182548795
VID06,imitation_learning,67,0.3545858137423066
VID06,imitation_learning,68,0.35714070048309177
VID06,imitation_learning,69,0.3596778221778222
VID06,imitation_learning,70,0.36218561368209257
VID06,imitation_learning,71,0.36465643274853804
VID06,imitation_learning,72,0.36708527692489373
VID06,imitation_learning,73,0.36946895799089213
VID06,imitation_learning,74,0.3718055555555555
VID06,imitation_learning,75,0.37409404659188955
VID06,imitation_learning,76,0.37633404901550066
VID06,imitation_learning,77,0.37852564102564107
VID06,imitation_learning,78,0.3808045132610006
VID06,imitation_learning,79,0.38230311355311364
VID06,imitation_learning,80,0.3837842712842713
VID06,imitation_learning,81,0.38579504087103283
VID06,imitation_learning,82,0.3870990355283025
VID06,imitation_learning,83,0.38904309006211185
VID06,imitation_learning,84,0.3903151260504202
VID06,imitation_learning,85,0.3921925785482124
VID06,imitation_learning,86,0.39402937420178796
VID06,imitation_learning,87,0.3959091485632581
VID06,imitation_learning,88,0.39709245260509307
VID06,imitation_learning,89,0.39834325396825404
VID06,imitation_learning,90,0.39957887507229617
VID06,imitation_learning,91,0.4007993365330321
VID06,imitation_learning,92,0.4024446678645789
VID06,imitation_learning,93,0.405979890474908
VID06,imitation_learning,94,0.41045203735144314
VID06,imitation_learning,95,0.41479001322751324
VID06,imitation_learning,96,0.41422318959014337
VID06,imitation_learning,97,0.41872019100934765
VID06,imitation_learning,98,0.4182359307359308
VID06,imitation_learning,99,0.41809998379517094
VID06,ppo,0,0.0
VID06,ppo,1,0.0
VID06,ppo,2,0.0
VID06,ppo,3,0.0
VID06,ppo,4,0.0
VID06,ppo,5,0.0
VID06,ppo,6,0.0
VID06,ppo,7,0.0
VID06,ppo,8,0.0
VID06,ppo,9,0.0
VID06,ppo,10,0.0
VID06,ppo,11,0.0
VID06,ppo,12,0.0
VID06,ppo,13,0.0
VID06,ppo,14,0.0
VID06,ppo,15,0.0625
VID06,ppo,16,0.11764705882352941
VID06,ppo,17,0.16666666666666666
VID06,ppo,18,0.21052631578947367
VID06,ppo,19,0.25
VID06,ppo,20,0.2857142857142857
VID06,ppo,21,0.3181818181818182
VID06,ppo,22,0.34782608695652173
VID06,ppo,23,0.375
VID06,ppo,24,0.4
VID06,ppo,25,0.4230769230769231
VID06,ppo,26,0.4444444444444444
VID06,ppo,27,0.4642857142857143
VID06,ppo,28,0.4827586206896552
VID06,ppo,29,0.5
VID06,ppo,30,0.5161290322580645
VID06,ppo,31,0.53125
VID06,ppo,32,0.5454545454545454
VID06,ppo,33,0.5588235294117647
VID06,ppo,34,0.5714285714285714
VID06,ppo,35,0.3055555555555556
VID06,ppo,36,0.32432432432432434
VID06,ppo,37,0.34210526315789475
VID06,ppo,38,0.24786324786324787
VID06,ppo,39,0.25833333333333336
VID06,ppo,40,0.26829268292682923
VID06,ppo,41,0.2777777777777778
VID06,ppo,42,0.27906976744186046
VID06,ppo,43,0.28030303030303033
VID06,ppo,44,0.2814814814814815
VID06,ppo,45,0.2826086956521739
VID06,ppo,46,0.28368794326241137
VID06,ppo,47,0.28472222222222227
VID06,ppo,48,0.2857142857142857
VID06,ppo,49,0.2866666666666666
VID06,ppo,50,0.28758169934640526
VID06,ppo,51,0.2884615384615385
VID06,ppo,52,0.2893081761006289
VID06,ppo,53,0.29012345679012347
VID06,ppo,54,0.29090909090909095
VID06,ppo,55,0.29166666666666663
VID06,ppo,56,0.29239766081871343
VID06,ppo,57,0.2931034482758621
VID06,ppo,58,0.2245762711864407
VID06,ppo,59,0.22916666666666666
VID06,ppo,60,0.23360655737704916
VID06,ppo,61,0.23790322580645157
VID06,ppo,62,0.24206349206349204
VID06,ppo,63,0.24609375
VID06,ppo,64,0.25
VID06,ppo,65,0.2537878787878788
VID06,ppo,66,0.25746268656716415
VID06,ppo,67,0.2610294117647059
VID06,ppo,68,0.2644927536231884
VID06,ppo,69,0.26785714285714285
VID06,ppo,70,0.27112676056338025
VID06,ppo,71,0.2743055555555555
VID06,ppo,72,0.2773972602739726
VID06,ppo,73,0.2804054054054054
VID06,ppo,74,0.28333333333333327
VID06,ppo,75,0.28618421052631576
VID06,ppo,76,0.288961038961039
VID06,ppo,77,0.2916666666666667
VID06,ppo,78,0.29430379746835444
VID06,ppo,79,0.296875
VID06,ppo,80,0.2993827160493827
VID06,ppo,81,0.3018292682926829
VID06,ppo,82,0.30421686746987947
VID06,ppo,83,0.30654761904761907
VID06,ppo,84,0.3088235294117647
VID06,ppo,85,0.31104651162790703
VID06,ppo,86,0.3132183908045977
VID06,ppo,87,0.31534090909090906
VID06,ppo,88,0.3174157303370787
VID06,ppo,89,0.3194444444444445
VID06,ppo,90,0.32142857142857145
VID06,ppo,91,0.3233695652173913
VID06,ppo,92,0.32526881720430106
VID06,ppo,93,0.3271276595744681
VID06,ppo,94,0.3289473684210526
VID06,ppo,95,0.3307291666666667
VID06,ppo,96,0.3324742268041237
VID06,ppo,97,0.33418367346938777
VID06,ppo,98,0.33585858585858586
VID06,ppo,99,0.3375
VID06,sac,0,0.0
VID06,sac,1,0.0
VID06,sac,2,0.0
VID06,sac,3,0.0
VID06,sac,4,0.0
VID06,sac,5,0.0
VID06,sac,6,0.0
VID06,sac,7,0.0
VID06,sac,8,0.0
VID06,sac,9,0.0
VID06,sac,10,0.0
VID06,sac,11,0.0
VID06,sac,12,0.0
VID06,sac,13,0.0
VID06,sac,14,0.0
VID06,sac,15,0.0625
VID06,sac,16,0.11764705882352941
VID06,sac,17,0.16666666666666666
VID06,sac,18,0.21052631578947367
VID06,sac,19,0.25
VID06,sac,20,0.2857142857142857
VID06,sac,21,0.3181818181818182
VID06,sac,22,0.34782608695652173
VID06,sac,23,0.375
VID06,sac,24,0.4
VID06,sac,25,0.4230769230769231
VID06,sac,26,0.4444444444444444
VID06,sac,27,0.4642857142857143
VID06,sac,28,0.4827586206896552
VID06,sac,29,0.5
VID06,sac,30,0.5161290322580645
VID06,sac,31,0.53125
VID06,sac,32,0.5454545454545454
VID06,sac,33,0.5557275541795665
VID06,sac,34,0.5678571428571428
VID06,sac,35,0.3035714285714286
VID06,sac,36,0.3221744471744472
VID06,sac,37,0.33981693363844395
VID06,sac,38,0.24626068376068377
VID06,sac,39,0.25666666666666665
VID06,sac,40,0.2665728580362727
VID06,sac,41,0.2760141093474427
VID06,sac,42,0.2772702104097453
VID06,sac,43,0.27847439916405436
VID06,sac,44,0.2796296296296296
VID06,sac,45,0.28073866292660116
VID06,sac,46,0.2833924349881797
VID06,sac,47,0.28430134680134683
VID06,sac,48,0.28518073896225155
VID06,sac,49,0.28603174603174597
VID06,sac,50,0.2868554829339143
VID06,sac,51,0.2876530376530377
VID06,sac,52,0.2884254661811762
VID06,sac,53,0.28917378917378916
VID06,sac,54,0.28989898989898993
VID06,sac,55,0.2906020131629887
VID06,sac,56,0.2912837649679755
VID06,sac,57,0.2919451127149604
VID06,sac,58,0.2236774524910118
VID06,sac,59,0.22824074074074074
VID06,sac,60,0.23265621287716798
VID06,sac,61,0.2369309082589796
VID06,sac,62,0.24107142857142855
VID06,sac,63,0.24508397108843538
VID06,sac,64,0.248974358974359
VID06,sac,65,0.2527480689245395
VID06,sac,66,0.2564102564102564
VID06,sac,67,0.2599657787643359
VID06,sac,68,0.2634192163177671
VID06,sac,69,0.2667748917748918
VID06,sac,70,0.27003688799463443
VID06,sac,71,0.2732090643274854
VID06,sac,72,0.276295071642261
VID06,sac,73,0.2792983661627729
VID06,sac,74,0.2822222222222222
VID06,sac,75,0.28506974403221164
VID06,sac,76,0.287843876553554
VID06,sac,77,0.2905474155474156
VID06,sac,78,0.29318301687763715
VID06,sac,79,0.29575320512820513
VID06,sac,80,0.29826038159371493
VID06,sac,81,0.30070683169518264
VID06,sac,82,0.30309473186865105
VID06,sac,83,0.30542615596963424
VID06,sac,84,0.307703081232493
VID06,sac,85,0.3099273938202861
VID06,sac,86,0.31210089399744567
VID06,sac,87,0.314225300954753
VID06,sac,88,0.3163022573134934
VID06,sac,89,0.3183333333333334
VID06,sac,90,0.3203200308463467
VID06,sac,91,0.32226378693769997
VID06,sac,92,0.3241659773917839
VID06,sac,93,0.3262691893347697
VID06,sac,94,0.3280838815789473
VID06,sac,95,0.32986111111111116
VID06,sac,96,0.3316020241387981
VID06,sac,97,0.3333077206786329
VID06,sac,98,0.3349792568542569
VID06,sac,99,0.3366176470588235
VID111,imitation_learning,0,0.0
VID111,imitation_learning,1,0.0
VID111,imitation_learning,2,0.0
VID111,imitation_learning,3,0.0
VID111,imitation_learning,4,0.0
VID111,imitation_learning,5,0.0
VID111,imitation_learning,6,0.0
VID111,imitation_learning,7,0.0
VID111,imitation_learning,8,0.0
VID111,imitation_learning,9,0.0
VID111,imitation_learning,10,0.0
VID111,imitation_learning,11,0.0
VID111,imitation_learning,12,0.0
VID111,imitation_learning,13,0.0
VID111,imitation_learning,14,0.0
VID111,imitation_learning,15,0.0
VID111,imitation_learning,16,0.0
VID111,imitation_learning,17,0.0
VID111,imitation_learning,18,0.0
VID111,imitation_learning,19,0.0
VID111,imitation_learning,20,0.0
VID111,imitation_learning,21,0.0
VID111,imitation_learning,22,0.0
VID111,imitation_learning,23,0.0
VID111,imitation_learning,24,0.0
VID111,imitation_learning,25,0.0
VID111,imitation_learning,26,0.0
VID111,imitation_learning,27,0.0
VID111,imitation_learning,28,0.0
VID111,imitation_learning,29,0.0
VID111,imitation_learning,30,0.0
VID111,imitation_learning,31,0.0
VID111,imitation_learning,32,0.0
VID111,imitation_learning,33,0.0
VID111,imitation_learning,34,0.0
VID111,imitation_learning,35,0.0
VID111,imitation_learning,36,0.0
VID111,imitation_learning,37,0.0
VID111,imitation_learning,38,0.0
VID111,imitation_learning,39,0.0
VID111,imitation_learning,40,0.0
VID111,imitation_learning,41,0.0
VID111,imitation_learning,42,0.0
VID111,imitation_learning,43,0.0
VID111,imitation_learning,44,0.0
VID111,imitation_learning,45,0.0
VID111,imitation_learning,46,0.0
VID111,imitation_learning,47,0.0
VID111,imitation_learning,48,0.0
VID111,imitation_learning,49,0.0
VID111,imitation_learning,50,0.0
VID111,imitation_learning,51,0.0
VID111,imitation_learning,52,0.0
VID111,imitation_learning,53,0.0
VID111,imitation_learning,54,0.0
VID111,imitation_learning,55,0.0
VID111,imitation_learning,56,0.0
VID111,imitation_learning,57,0.0
VID111,imitation_learning,58,0.0
VID111,imitation_learning,59,0.0
VID111,imitation_learning,60,0.0
VID111,imitation_learning,61,0.0
VID111,imitation_learning,62,0.0
VID111,imitation_learning,63,0.0
VID111,imitation_learning,64,0.0
VID111,imitation_learning,65,0.0
VID111,imitation_learning,66,0.0
VID111,imitation_learning,67,0.0
VID111,imitation_learning,68,0.0
VID111,imitation_learning,69,0.0
VID111,imitation_learning,70,0.0
VID111,imitation_learning,71,0.0
VID111,imitation_learning,72,0.0
VID111,imitation_learning,73,0.0
VID111,imitation_learning,74,0.0
VID111,imitation_learning,75,0.0
VID111,imitation_learning,76,0.0
VID111,imitation_learning,77,0.0
VID111,imitation_learning,78,0.0
VID111,imitation_learning,79,0.0
VID111,imitation_learning,80,0.0
VID111,imitation_learning,81,0.0
VID111,imitation_learning,82,0.0
VID111,imitation_learning,83,0.0
VID111,imitation_learning,84,0.0
VID111,imitation_learning,85,0.0
VID111,imitation_learning,86,0.0
VID111,imitation_learning,87,0.0
VID111,imitation_learning,88,0.0
VID111,imitation_learning,89,0.0
VID111,imitation_learning,90,0.0
VID111,imitation_learning,91,0.0
VID111,imitation_learning,92,0.0
VID111,imitation_learning,93,0.0
VID111,imitation_learning,94,0.0
VID111,imitation_learning,95,0.0
VID111,imitation_learning,96,0.0
VID111,imitation_learning,97,0.0
VID111,imitation_learning,98,0.0
VID111,imitation_learning,99,0.0
VID111,ppo,0,0.0
VID111,ppo,1,0.0
VID111,ppo,2,0.0
VID111,ppo,3,0.0
VID111,ppo,4,0.0
VID111,ppo,5,0.0
VID111,ppo,6,0.0
VID111,ppo,7,0.0
VID111,ppo,8,0.0
VID111,ppo,9,0.0
VID111,ppo,10,0.0
VID111,ppo,11,0.0
VID111,ppo,12,0.0
VID111,ppo,13,0.0
VID111,ppo,14,0.0
VID111,ppo,15,0.0
VID111,ppo,16,0.0
VID111,ppo,17,0.0
VID111,ppo,18,0.0
VID111,ppo,19,0.0
VID111,ppo,20,0.0
VID111,ppo,21,0.0
VID111,ppo,22,0.0
VID111,ppo,23,0.0
VID111,ppo,24,0.0
VID111,ppo,25,0.0
VID111,ppo,26,0.0
VID111,ppo,27,0.0
VID111,ppo,28,0.0
VID111,ppo,29,0.0
VID111,ppo,30,0.0
VID111,ppo,31,0.0
VID111,ppo,32,0.0
VID111,ppo,33,0.0
VID111,ppo,34,0.0
VID111,ppo,35,0.0
VID111,ppo,36,0.0
VID111,ppo,37,0.0
VID111,ppo,38,0.0
VID111,ppo,39,0.0
VID111,ppo,40,0.0
VID111,ppo,41,0.0
VID111,ppo,42,0.0
VID111,ppo,43,0.0
VID111,ppo,44,0.0
VID111,ppo,45,0.0
VID111,ppo,46,0.0
VID111,ppo,47,0.0
VID111,ppo,48,0.0
VID111,ppo,49,0.0
VID111,ppo,50,0.0
VID111,ppo,51,0.0
VID111,ppo,52,0.0
VID111,ppo,53,0.0
VID111,ppo,54,0.0
VID111,ppo,55,0.0
VID111,ppo,56,0.0
VID111,ppo,57,0.0
VID111,ppo,58,0.0
VID111,ppo,59,0.0
VID111,ppo,60,0.0
VID111,ppo,61,0.0
VID111,ppo,62,0.0
VID111,ppo,63,0.0
VID111,ppo,64,0.0
VID111,ppo,65,0.0
VID111,ppo,66,0.0
VID111,ppo,67,0.0
VID111,ppo,68,0.0
VID111,ppo,69,0.0
VID111,ppo,70,0.0
VID111,ppo,71,0.0
VID111,ppo,72,0.0
VID111,ppo,73,0.0
VID111,ppo,74,0.0
VID111,ppo,75,0.0
VID111,ppo,76,0.0
VID111,ppo,77,0.0
VID111,ppo,78,0.0
VID111,ppo,79,0.0
VID111,ppo,80,0.0
VID111,ppo,81,0.0
VID111,ppo,82,0.0
VID111,ppo,83,0.0
VID111,ppo,84,0.0
VID111,ppo,85,0.0
VID111,ppo,86,0.0
VID111,ppo,87,0.0
VID111,ppo,88,0.0
VID111,ppo,89,0.0
VID111,ppo,90,0.0
VID111,ppo,91,0.0
VID111,ppo,92,0.0
VID111,ppo,93,0.0
VID111,ppo,94,0.0
VID111,ppo,95,0.0
VID111,ppo,96,0.0
VID111,ppo,97,0.0
VID111,ppo,98,0.0
VID111,ppo,99,0.0
VID111,sac,0,0.0
VID111,sac,1,0.0
VID111,sac,2,0.0
