method,start_mean,start_std,end_mean,end_std,absolute_degradation,relative_degradation,slope_mean,slope_std
sac,0.9888,0.0072221880341071095,0.2556046745792287,0.04032029189368991,0.7331953254207713,74.15001268413948,-0.005754978458561616,0.0003507164938692399
ppo,0.9880000000000001,0.008294576541331086,0.395615588983714,0.024495932011870097,0.5923844110162861,59.95793633768077,-0.004491725561550244,0.0002440626869154589
imitation_learning,0.9976,0.0038781438859330666,0.9529856221393522,0.014378426111797439,0.044614377860647814,4.472170996456276,-0.0003094181210521667,0.00016211956845363053
