video_id,method,horizon,final_mAP,mean_mAP,mAP_degradation,final_exact_match,mean_exact_match,avg_confidence
VID02,IL_Baseline,15,1.0,1.0,0.0,1.0,1.0,0.047628971934318545
VID02,RL_WorldModel_PPO,15,1.0,1.0,0.0,1.0,1.0,0.39366567730903623
VID02,RL_WorldModel_A2C,15,1.0,1.0,0.0,1.0,1.0,0.08470124204953512
VID02,RL_OfflineVideos_PPO,15,0.96,0.9600000000000004,0.0,0.0,0.0,0.7102854768435161
VID02,RL_OfflineVideos_A2C,15,1.0,1.0,0.0,1.0,1.0,0.13458655575911205
